Income,Number_of_Dependents,Credit_Utilization_Ratio,Missed_Payments_90days,Total_Credit_Accounts,Debt_to_Income_Ratio,Length_of_Credit_History,Bankruptcies,Credit_Score
40073.91200891811,2,0.2622488621804315,1,10,0.4515533307908104,7.363649962716948,0,478.33022505705776
91266.28804991758,2,0.36633659904382604,1,7,0.549335645127376,12.557651704245677,0,582.5892466305859
94416.15619740382,0,0.8950186672016464,0,7,0.23106285002747046,15.076843037473964,0,661.8353009512892
69113.58350750055,1,0.1083747945112169,2,10,0.17708403850875823,4.21906708911443,0,405.9914306076487
57105.964738174196,2,0.613356280294785,1,5,0.8090157587486787,17.7362751179612,0,584.4674628116206
45020.115280238606,0,0.12109881984629162,0,8,0.5885429644691353,13.884996041394185,0,748.0071417967082
70826.13722206319,2,0.5347313625521679,2,7,0.2950070671857002,11.708007020134954,0,459.5237347028605
65926.64119149516,3,0.6287997743160045,1,9,0.739214171385719,8.431727340412532,0,374.8208450531804
110295.39614860652,0,0.24804190416548152,0,7,0.5797128226832883,22.211258077729074,0,850.0
89167.11133523239,3,0.2793187379468029,0,11,0.2935686670557635,15.297819516495869,0,850.0
30117.486864750354,1,0.5454721820868673,1,5,0.15418701544036634,10.67814123077579,0,472.92646366200216
46650.05813773206,2,0.5424138474260242,1,4,0.419626116137698,7.059880743581882,0,318.3490817887838
83074.97933195565,1,0.7205145882772476,2,4,0.20064091625779626,14.569020432107898,0,479.2291480098927
36694.41252147234,2,0.2546469259604852,0,9,0.26475726677303635,18.865461504098967,0,850.0
103159.67117599101,1,0.1138835593690389,0,9,0.2343806896566566,19.084156427079837,0,850.0
44795.94927176102,3,0.4689518935276997,3,6,0.2767452403763052,2.238093197704334,0,300.0
23535.41622035879,2,0.13099373885840315,1,7,0.5595879744544595,16.824908191453716,0,722.750892341081
90660.68215111244,1,0.25489368409669166,1,5,0.862694331830411,10.702410530939616,0,480.3851998968622
77528.57482236736,4,0.09578228883847949,1,5,0.09000411719063431,6.800537090905577,0,501.2556394871972
100950.14497689682,2,0.3007964001965551,1,7,0.7403366342183917,8.902398252617242,0,467.1224490478842
75855.5928497857,2,0.22261481100788522,0,6,0.2797345716188479,12.646900512088182,0,716.3635221010373
40214.68140121621,1,0.41661486461147085,0,9,0.3760961723502043,13.295608157356696,0,697.1098903161134
54808.98072785567,2,0.546873327359392,1,6,0.082736555610062,13.348373281979509,0,591.861703763265
64942.670048574415,1,0.5248229145090704,1,11,0.20284974099729058,4.2865538060064585,1,312.25853776904887
78380.3946906914,0,0.4082155772268549,1,3,0.5170696360513624,6.938937283753049,0,345.80737525863435
65081.15513687028,1,0.05509181986010298,0,4,0.23727806666789036,16.142277107977794,0,835.291085032038
73945.75954040902,0,0.43363502957450717,1,9,0.3138924553435828,10.946712144216324,0,577.2059116582648
105694.21481192243,5,0.8071521877539679,0,7,0.03868242015164118,5.519493617993421,1,338.45720845317936
113515.41319542183,5,0.18688537890114668,1,6,0.44303519326285046,15.163864154337668,0,712.4162430456969
36418.62532736737,0,0.5065849088923992,0,6,0.32125631170205105,11.915035493194882,0,596.8954743690173
91738.70950394616,0,0.5967059303474126,0,7,0.5247348822910408,18.234450915064564,1,705.3059521907251
53434.84280031882,0,0.8926985094126317,1,8,0.04964332506475676,18.92319592886112,0,712.697980286508
115388.30257899071,2,0.29286419419156556,1,3,0.27995168267420517,14.38875050422104,0,652.3792492302695
64418.09565915342,2,0.04764519430671504,1,10,0.16934964966189137,14.100045401852576,1,712.6330131357171
41359.463088028,3,0.32983515059187407,0,9,0.26508416365124476,9.390815333170396,0,613.0760231914753
81790.99343019119,2,0.7414684486138057,1,3,0.3709240847867883,19.91067684319274,0,669.8419093777732
77998.92827460352,0,0.25534372940933103,1,8,0.4065706126843193,22.472203994041667,0,850.0
90270.71238463993,3,0.556085582215707,1,7,0.5033542848280022,12.54425144280639,0,537.9834799291579
77395.80609414238,1,0.18648789803497884,1,5,0.19829965641151656,9.111233226691803,0,540.5672778930434
81829.86719291094,0,0.09234844826663421,2,10,0.45366789261453005,4.91478355963474,0,400.85945562547806
61203.937148625024,0,0.34114516220603075,0,5,0.4233784250006462,6.949845727113993,0,475.50494227756514
81112.2750944641,0,0.577007895748925,2,9,0.3527796760990676,9.064825587505197,0,403.85069233604065
51974.17072212399,2,0.29047174829873307,1,9,0.4996622298755995,14.911833418092083,0,683.437178134822
36678.4915790971,4,0.2988602968195609,0,10,0.3878497844466468,22.200264768810808,0,850.0
50303.2089391236,1,0.5411827166053444,1,11,0.026924918780887173,10.920505878719128,0,603.816232019187
30250.410154881123,0,0.32500039065957154,0,9,0.20453875621782483,10.509169309343553,0,658.511108285994
77917.74817901384,2,0.5967603664845259,1,2,0.24703868139454005,6.37246127899555,0,300.87310999222984
53539.10730326692,1,0.5741000431439209,0,8,0.07151641515797015,5.090937279604406,0,451.1683835306343
61726.90064570013,0,0.3612651091322395,0,5,0.062048591224964804,12.827113452760385,0,701.3411047131403
60785.076619601205,0,0.16221779206369819,0,10,0.33492158050373827,10.443260547454067,2,553.0285157452042
92024.45295489779,3,0.3009881518352244,0,8,0.43943741450182106,7.86780882479334,0,567.2212499129861
35485.62430628384,2,0.45165046647190554,0,6,0.328058996505684,17.298419003669423,0,764.4881868871096
80332.39209870933,2,0.10753909167010932,2,8,0.46809151568372415,14.296558446850296,0,639.3531812012292
77309.04590575576,0,0.2794044056536433,0,8,0.3493683465005734,10.30338420873038,0,658.3845368105851
58790.33070161064,3,0.42093046383030547,0,13,0.4018990714375192,19.659870591848225,0,850.0
91042.57775781973,1,0.2666255833251921,0,1,0.32301173552516455,9.070847315663169,0,529.7123151483688
44583.43044479526,2,0.31535994699138675,0,3,0.303670264736382,3.5028933747775657,0,349.4185617482198
72003.38880976959,1,0.5572923327171755,0,10,0.7489579423153611,8.971084006116566,0,512.4680048634119
92715.07439822533,0,0.38329366381176566,1,6,0.7887063279449226,17.926380489338875,0,695.4720991343032
39753.132956921,1,0.6465804310045623,1,13,0.5135498077278371,21.132651983804152,0,833.8040692417557
39352.29686527184,1,0.12542661315197162,0,4,0.45179582732074475,13.59633900165189,0,691.9990072403
49271.02921497535,3,0.40731431018428876,1,9,0.7298810279105598,22.51961604521363,0,843.1251024337363
56804.06378051129,3,0.6339283296291284,1,12,0.06020763131174761,4.094542319190115,0,384.19241832533334
57162.239453970826,1,0.3031222584722343,0,6,0.03706644190012347,14.946440200201724,0,792.1608347389553
64857.20215590717,1,0.4079733984374301,0,6,0.24579609795337587,20.14674882525251,0,850.0
49048.16039977003,2,0.4070089910569182,1,6,0.5154631697214109,7.135141329532483,0,371.68129026338
49653.82406901465,2,0.7211015755971428,2,8,0.2930503692237294,6.331538920802855,0,300.0
41004.782260923195,1,0.7228749677179201,0,6,0.36898744681387124,8.46295864663683,0,432.15842195482617
58494.25810548355,1,0.27419858866967606,1,12,0.14284734209490682,12.312180617129865,0,715.3848421025633
53975.82362969981,3,0.9279740646180569,0,8,0.44149902702284705,12.332870316840259,0,518.7516217170663
92701.07230583247,3,0.2502218094658402,0,8,0.10448489426087235,11.062785113882176,0,726.4560817814295
88183.00108045395,3,0.34230269801582597,1,3,0.14494803137247583,11.942590201184926,0,565.7484942126891
31087.761014989796,2,0.2014886950413361,0,4,0.3500149889183681,20.289234159187064,0,850.0
62957.28568657061,1,0.5280358857751779,3,12,0.26418453937092584,11.29181838901516,0,446.08942311206846
69323.7665721864,2,0.3962191937596902,1,3,0.13768914976335345,4.471110812502447,0,319.64099785210544
96400.12349493876,2,0.7364071360245118,1,4,0.49985580388842216,13.247836420426133,0,476.6216870200185
100795.54155390235,2,0.2204330340488546,1,6,0.5119628765588958,16.56704267199624,2,576.3056178664408
98040.50307433127,0,0.49780205535331196,1,3,0.2550864565848554,10.652519471866237,0,487.2224372128183
47409.03509593411,0,0.4171000491784006,1,9,0.08910420161320445,9.537623282079048,0,555.09407932308
32946.26169157322,3,0.5589000059161067,0,3,0.10329494233185663,13.550338700313524,0,609.2550926416494
47409.92469244024,0,0.8610092928604006,0,8,0.16483855643508918,6.7391205246372605,0,413.80212552038114
35836.87288035152,4,0.2909038800703075,2,7,0.34394078137772083,10.013017674942784,0,432.9646916109496
82067.77492420348,1,0.5328033850683884,1,5,0.1993470456459344,11.01457935465867,0,514.0463274752418
82966.14842635166,0,0.5572709797064737,0,3,0.4119301278925168,10.610495883029055,1,437.5183779979436
44205.331289582085,1,0.25830018269023186,0,4,0.4148312823657441,10.981538724492882,0,589.1166445670883
41961.59384505361,2,0.15986747059464312,1,9,0.008468311302651296,15.191826378784437,0,791.492072916177
48822.2676384198,1,0.45442044436414497,1,5,0.20669740876032672,13.168798532440345,0,575.0024119937382
90827.95856067717,1,0.5125377539833804,0,5,0.2256837135249569,20.76607595333026,0,850.0
17772.53688182989,0,0.4358684346870119,1,8,0.24689542414092006,6.938743399788613,0,414.00923762198727
84647.14640581943,0,0.22427746250537878,2,7,0.36995526945561114,13.16150414772441,0,584.7138993242589
87667.73824082222,0,0.2480217341099174,0,7,0.6743618348353738,13.209569943683793,0,696.5725483849432
87993.57870152601,3,0.34230310841188344,0,8,0.019368396017151814,4.142016599045591,0,505.44184726684136
85581.17038393667,0,0.4130065197590509,0,11,0.3784624372450895,18.345217864529722,0,850.0
88173.53033857327,3,0.39311373657081217,0,12,0.19336325330703974,22.04637501683314,0,850.0
58471.53769756575,1,0.5396656004644376,1,5,0.26289139410198586,10.785058250164115,0,480.1826634052266
49413.78090238532,1,0.3531949774496913,1,8,0.20439763082864695,12.922486535791487,0,638.658727688615
23137.425708584044,0,0.33297752773253997,0,6,0.18128375369115923,6.82046988470673,0,499.6021020267824
54310.304728302006,1,0.296651064069673,0,8,0.213323626836246,7.419296280662818,0,569.6244481958975
72877.36362871772,1,0.4708777764879535,1,4,0.16947886808814247,13.545394231150219,0,588.8054616851088
72479.26637603981,0,0.02581131044498293,0,7,0.46693484787219197,11.557835682078842,0,723.5615265876506
90420.37723746749,0,0.7406040748238768,0,6,0.49735766513482593,8.100826884170651,0,433.5503895405714
64219.00438979962,1,0.3611842296549421,1,4,0.5395667082957701,6.776519279666034,0,351.87718432507967
81055.46168935508,1,0.8325733600437816,0,4,0.8077067143010824,12.839353326837923,0,466.91822710860004
94213.8289608772,2,0.18258075226850726,2,10,0.06827082358187787,2.790493396833112,0,374.6382096078363
71445.19295675562,0,0.521321997048684,0,10,0.32054290594165435,17.603587647904593,0,847.3258229215558
62541.19245189091,1,0.23847933333534124,0,9,0.1993080816553598,11.829450700049794,0,739.0616037206152
33291.79276282794,1,0.7563788567343509,2,10,0.1607530292079772,9.90131691728507,0,393.02636746231985
44904.46181904152,1,0.2931501905466436,1,4,0.28209615507208147,13.772653717053846,0,604.5139484935033
95042.02582048535,3,0.15614051603531034,0,7,0.3955459397388836,11.45542032142085,0,704.6569402199557
74635.72728977377,2,0.3276469874426451,1,6,0.25456532385592684,10.893046477483162,0,560.4520004119603
26509.53119335098,3,0.8520167548794835,4,5,0.12882372869906963,6.839789443080705,0,300.0
74502.47909911432,3,0.7108968196547049,1,9,0.2944639084254004,19.33708266433344,0,753.8870081519265
51884.0991461207,3,0.7326832626884343,1,4,0.2398625516817844,12.697264287555457,0,467.3571296330346
91268.20063120892,1,0.26288138092700164,2,5,0.26350467749598544,13.655953471659169,0,577.2780243810994
55110.82117049677,2,0.11265804876162862,2,8,0.4480761430904402,1.5433625594278215,1,300.0
68319.96593441388,3,0.723615222490183,1,6,0.3938685170172132,4.917163154751256,0,300.0
104943.52482803955,2,0.7272366788131384,0,5,0.43358016650686426,11.546713023210824,2,378.5175459023701
89694.86732423201,1,0.20841689229249974,2,8,0.03366703220511232,12.594840262982226,0,637.4875082017297
78101.59938529233,1,0.2527532789703128,3,10,0.3405181428170169,18.336772620774855,1,614.9048703816431
109247.14112366366,0,0.13280117545567707,1,6,0.2782255750930787,13.964260638584038,1,646.8251164454158
100720.65186487368,0,0.5887241890739464,0,6,0.44970146687368423,12.145043867508429,0,606.8621499689627
49813.1090422805,1,0.566272430370606,1,5,0.5309607830227658,17.19013748699957,1,539.7006389254411
68113.58514522984,1,0.3341441431248119,0,11,0.24883693980438193,4.077135764083867,0,508.86155293414225
78862.51595898432,1,0.2502919019006569,0,4,0.20599998923997137,1.564144040097048,0,363.0263579810744
100222.84400602845,3,0.18024955379892016,0,7,0.3749010364459252,20.853574628313304,0,850.0
64058.50107951646,2,0.69644505859767,1,6,0.31098802719213037,16.427906873336422,0,618.7834048582
31854.41116651678,0,0.6597323225887485,2,4,0.4381475300356881,14.595748692869092,0,428.45352474454364
84686.19101105403,1,0.7587287630169174,1,13,0.36077453607649373,8.293603071471264,0,473.4671816524706
63983.17584835307,2,0.3432284225346208,1,17,0.2311737755843369,5.947130933310662,0,569.5862065935828
107267.48312210196,3,0.1971647427173367,1,12,0.15271950239685578,10.66128018523698,0,710.1509499329815
15000.0,2,0.3806470264183254,1,7,0.23293950963169813,14.385121410980746,0,630.4509592800863
122793.09950450805,2,0.5130506114680846,0,2,0.15015216295120357,6.353675878661637,0,445.68686538648603
52988.758218837174,2,0.6033855084812184,1,5,0.2571736742068894,16.142056026764045,0,619.1650913641415
18542.17373531843,1,0.29345020519244125,0,9,0.3414396603067611,9.121954659564782,0,593.4415885996979
72249.22062907115,3,0.12780867236214397,1,2,0.3095390446163346,16.001675814862637,0,690.8333967489402
94514.231796949,2,0.34103721833292694,0,6,0.43796367674665115,6.2657983099052394,0,484.02958106656047
63852.49047108747,2,0.22941896949260476,0,6,0.25799059422106946,12.292356909157787,0,699.2857027491469
94864.14716613432,3,0.5959397314078262,0,8,0.15740924747308627,15.057486568689376,0,753.3710418651847
57061.02836023553,1,0.27521096344495594,0,3,0.028342634675346534,8.54797312353348,0,563.4257432169537
100999.11567853796,3,0.5712670763322492,1,8,0.24159431176445484,13.14281736778977,0,613.5613489716545
62375.85763534268,3,0.2936597872915583,1,9,0.26033087267176686,2.4222218028866145,0,347.78598145317227
80217.46135273496,1,0.1689048922881836,1,9,0.7884695390347402,9.413128091851167,0,527.3754963967681
112603.87387145487,0,0.662841633363646,1,5,0.31706779295196963,21.955460564951057,0,815.4624889124613
82019.07470325656,1,0.22208360809808408,0,4,0.44803790990647213,15.520067179782204,0,754.5548100184787
59501.457631288766,1,0.5274628236385837,0,7,0.2334371987280117,1.0226963384422874,0,305.4672428552801
53526.63859230041,2,0.30618623474498585,1,2,0.60069073491341,17.046333157993388,1,544.4242515447439
81741.80510751785,2,0.35886082050171864,0,10,0.06613106672479714,9.373698190985237,0,680.0706173337531
43135.13051008814,2,0.780811017934252,0,5,0.19817290476186755,12.091797617726561,0,535.5819920073458
65278.21376434077,2,0.20073155451063562,1,8,0.13662867105823434,11.663232877211296,0,656.738606206172
57978.02781043509,0,0.8249929328914061,0,3,0.2701024712437647,10.853233722561217,0,462.4854263077103
26668.483762245145,1,0.5015821406812024,2,9,0.15673157753439568,14.707786394302099,0,582.107309203433
78813.76794727576,1,0.32099115463604116,1,10,0.5731435225331145,14.873289002245473,0,699.5218649932373
96438.34218702893,1,0.47878463757014,0,4,0.5177411088771957,9.707717787938323,0,515.1664360387213
62516.83885906504,3,0.25133467579978636,1,5,0.4486365109081423,11.153950891587648,0,532.1672737341715
33016.93268467123,1,0.45640530709045074,2,9,0.6418814895014325,2.300742116979203,0,300.0
81442.71913767346,2,0.12636089116917631,2,11,0.13643424291587122,13.23576445906324,0,698.3127206340048
20345.86602896906,0,0.6578601658702597,0,8,0.11134426079131376,9.995414910458788,0,552.2596774134811
54169.55723737079,0,0.14642435981218405,0,5,0.3396335666326953,9.292280548275594,0,602.3303296585648
68364.7089035299,6,0.42613100946759636,0,1,0.6591934924419179,13.38393119354939,0,538.6826321756482
56405.65312772285,0,0.6237549802036281,1,5,0.1399369125202259,17.92179023600771,0,693.3281939031056
29457.38213231253,1,0.5648281749765751,0,6,0.2527829459301555,13.780576866773453,0,640.9310751244116
80533.81944083732,1,0.3034041580919581,2,3,0.27295905760202566,6.4459111253218255,0,312.27164855691956
72088.73706943751,0,0.6589517596069921,0,7,0.49598095305048756,18.13090811317203,0,757.8513185821313
65049.61851006145,4,0.6980587060395116,3,8,0.6205297016014945,5.406329071917513,0,300.0
100406.4300434221,2,0.6535344625927939,0,11,0.2338600268423296,18.42464121121601,1,800.2142366908805
60899.30001170888,0,0.26664902453244665,0,7,0.16999510055455952,17.599439410365875,1,801.4211944358199
83162.96433444505,0,0.3209181356748902,2,10,0.543494689504379,9.399986894840234,0,465.68784572379104
19397.94228444413,1,0.6646766432901791,2,10,0.41178592772213946,14.81447985156683,0,516.4293070891019
82693.0424321314,1,0.729004811824814,2,8,0.4892147546043019,14.643840275844672,0,495.8104870832457
47481.28016987689,1,0.3897358565478065,2,6,0.3027843805666399,0.09844808604873556,0,300.0
89118.3041263205,0,0.3303657484220519,1,11,0.17663380880434634,16.910878124917343,0,842.6520380722357
43108.92347982669,0,0.5614633046314589,0,7,0.300907343813766,17.6156496403119,0,776.7068437993117
